"name","r"
13672,0
13675,0
13681,0
13686,0
13687,0
13690,0
13692,0
13696,0
13698,0
13701,0
13705,0
13709,0
13711,0
13715,0
13717,0
13720,0
13722,0
13736,0
13738,0
13745,0
13749,0
13750,0
13757,0
13759,0
13760,0
13761,0
13764,0
13767,0
13768,0
13770,12.94
13772,0
13774,0
13775,0
13776,0
13780,0
13783,0
13786,0
13788,0
13791,0
13794,0
13800,0
13802,0
13806,0
13810,0
13811,0
13812,0
13817,0
13818,0
13819,0
13820,0
13821,0
13822,15.52
13825,0
13827,0
13828,0
13829,0
13835,0
13836,0
13838,0
13841,0
13843,34.49
13845,0
13848,0
13849,0
13853,0
13854,0
13856,0
13857,0
13860,0
13865,0
13866,0
13868,0
13874,0
13876,0
13877,0
13878,0
13879,0
13880,0
13881,0
13885,0
13887,0
13891,0
13893,0
13895,0
13897,0
13901,0
13904,0
13905,0
13906,0
13910,0
13911,0
13912,0
13913,0
13914,0
13917,0
13918,0
13921,0
13924,0
13926,0
13927,0
13930,0
13932,0
13933,0
13934,0
13935,0
13938,0
13944,0
13945,0
13946,0
13947,0
13948,0
13949,0
13950,0
13952,0
13954,0
13956,0
13959,0
13960,0
13964,0
13967,0
13968,0
13969,0
13972,0
13977,0
13979,0
13982,0
13983,0
13984,0
13990,0
13992,0
13993,0
13995,0
13997,0
13999,0
14005,0
14006,0
14007,0
14011,0
14013,0
14014,0
14015,10.45
14019,0
14022,0
14026,0
14030,0
14031,0
14033,0
14037,0
14042,0
14043,0
14047,0
14048,0
14051,0
14053,0
14055,0
14057,0
14059,17.58
14060,0
14062,0
14063,0
14065,0
14071,0
14072,0
14074,0
14076,0
14078,0
14080,0
14081,0
14084,0
14085,0
14086,0
14087,0
14088,0
14090,0
14091,0
14092,0
14093,0
14095,0
14096,0
14098,0
14099,0
14101,0
14104,0
14105,0
14106,0
14107,0
14108,0
14109,0
14114,0
14118,0
14122,0
14123,0
14127,0
14128,0
14132,0
14133,0
14135,0
14137,0
14138,0
14139,0
14140,0
14141,0
14142,0
14143,0
14145,0
14146,0
14147,0
14148,0
14150,0
14151,0
14152,0
14153,0
14155,0
14156,0
14157,0
14158,0
14160,0
14161,0
14162,0
14168,0
14176,0
14177,0
14179,0
14181,0
14190,0
14194,0
14195,0
14197,0
14199,0
14205,0
14206,0
14208,0
14211,0
14212,0
14213,0
14214,0
14215,0
14217,0
14219,0
14222,0
14223,0
14224,0
14225,0
14226,0
14227,0
14228,0
14229,0
14230,0
14231,0
14234,0
14236,0
14237,0
14238,0
14239,0
14240,0
14242,0
14243,0
14244,0
14245,0
14246,0
14247,0
14248,0
14249,0
14251,0
14253,0
14254,0
14255,0
14256,0
14258,0
14259,0
14261,0
14262,0
14263,0
14264,0
14266,0
14267,0
14268,0
14269,0
14270,0
14271,0
14273,0
14274,10.36
14276,0
14277,0
14278,0
14284,0
14288,0
14289,0
14290,0
14291,0
14293,0
14294,0
14295,0
14298,0
14302,0
14304,0
14306,0
14307,0
14308,0
14312,0
14316,0
14317,0
14318,0
14319,0
14322,0
14324,0
14325,0
14326,0
14328,0
14330,0
14332,0
14335,0
14338,0
14339,0
14340,0
14346,0
14349,0
14351,0
14353,0
14355,0
14356,0
14358,0
14359,0
14362,0
14364,0
14366,0
14367,0
14368,0
14369,0
14370,0
14371,0
14373,0
14374,0
14375,0
14379,0
14380,0
14382,0
14383,0
14386,0
14387,0
14388,0
14389,0
14391,0
14392,0
14395,0
14396,0
14397,0
14398,0
14399,0
14400,0
14402,0
14403,0
14411,0
14414,0
14417,0
14418,0
14420,0
14421,0
14422,0
14427,0
14430,0
14431,0
14432,0
14435,0
14436,0
14437,0
14439,0
14440,0
14441,0
14444,0
14447,0
14450,0
14453,0
14455,0
14457,0
14458,0
14460,0
14461,0
14462,0
14463,0
14464,0
14469,0
14472,0
14473,0
14481,0
14482,0
14483,0
14484,0
14486,0
14490,0
14492,0
14493,0
14494,0
14495,0
14496,0
14497,0
14498,0
14499,0
14502,0
14503,0
14504,0
14505,0
14509,0
14511,0
14512,0
14513,0
14515,0
14516,0
14517,0
14518,0
14519,12.45
14520,0
14522,0
14523,0
14524,0
14525,0
14526,0
14527,0
14529,0
14530,0
14531,0
14533,0
14534,0
14536,0
14537,0
14538,0
14545,0
14546,0
14547,0
14550,0
14552,0
14558,0
14561,0
14562,0
14563,0
14564,0
14565,0
14566,0
14567,0
14568,0
14569,0
14570,0
14571,0
14573,0
14574,0
14575,0
14576,0
14577,0
14578,0
14579,0
14581,0
14582,0
14583,0
14584,0
14585,0
14586,0
14587,0
14588,0
14589,0
14590,0
14592,0
14594,0
14595,0
14596,0
14597,0
14598,0
14599,0
14600,0
14602,0
14603,0
14604,0
14605,0
14606,0
14607,0
14608,0
14610,0
14614,0
14615,0
14616,0
14617,0
14618,0
14619,0
14621,0
14623,0
14625,0
14626,0
14627,0
14629,0
14630,22.54
14631,0
14634,0
14635,0
14636,0
14637,0
14638,0
14639,0
14640,0
14641,0
14645,0
14646,0
14648,0
14650,0
14652,0
14653,0
14654,0
14655,0
14656,0
14657,0
14658,0
14659,0
14660,0
14661,0
14664,0
14665,0
14666,0
14669,0
14671,0
14673,0
14674,0
14675,0
14679,0
14680,0
14682,0
14684,0
14686,0
14687,0
14689,0
14690,0
14691,0
14692,0
14693,0
14695,0
14696,0
14697,0
14698,0
14699,0
14700,0
14701,0
14702,0
14703,0
14704,0
14705,0
14706,0
14709,0
14713,0
14715,0
14716,0
14717,0
14718,0
14720,0
14725,0
14727,0
14728,0
14729,0
14730,0
14731,0
14732,0
14733,0
14734,0
14737,0
14739,0
14740,0
14741,0
14742,0
14743,0
14744,0
14745,0
14746,0
14747,0
14748,0
14749,0
14750,0
14752,0
14753,0
14754,0
14757,0
14759,0
14760,0
14761,0
14762,0
14763,0
14764,0
14766,0
14767,0
14768,0
14769,0
14770,0
14771,0
14772,0
14773,0
14774,0
14776,0
14778,0
14779,0
14780,0
14781,0
14783,0
14785,0
14787,0
14788,0
14792,0
14793,0
14795,0
14796,0
14797,10.37
14798,0
14799,0
14800,0
14801,0
14802,0
14803,0
14805,0
14806,0
14807,0
14809,0
14811,0
14812,0
14813,0
14814,0
14815,0
14816,0
14818,0
14819,0
14824,0
14826,0
14831,0
14838,0
14839,0
14840,0
14841,0
14844,0
14845,0
14847,0
14848,0
14849,0
14852,0
14853,0
14855,0
14856,0
14860,0
14861,0
14862,0
14865,0
14872,0
14873,0
14875,0
14876,0
14877,0
14878,0
14879,0
14880,0
14881,0
14882,0
14885,0
14888,0
14892,0
14894,0
14895,0
14896,0
14897,0
14898,0
14899,0
14901,0
14902,0
14903,0
14904,0
14911,0
14913,0
14917,0
14918,0
14919,0
14922,0
14923,0
14924,0
14926,0
14927,0
14928,0
14930,0
14931,0
14932,0
14933,0
14934,0
14936,0
14937,0
14938,0
14939,0
14941,0
14942,0
14943,0
14949,0
14950,0
14951,0
14952,0
14953,0
14954,0
14957,0
14959,0
14960,0
14961,0
14964,0
14965,0
14966,0
14967,0
14968,0
14969,0
14970,0
14971,0
14974,0
14976,0
14977,0
14978,0
14979,0
14980,0
14981,0
14982,0
14983,0
14984,0
14985,0
14986,0
14988,0
14990,0
14992,0
14993,0
14994,0
14995,0
14998,10.6
14999,0
15000,0
15001,0
15003,0
15005,0
15006,0
15007,0
15009,0
15011,0
15012,0
15013,0
15014,0
15015,0
15017,0
15018,0
15019,0
15023,0
15024,0
15026,0
15027,0
15028,0
15029,0
15030,0
15032,0
15033,0
15034,11.7
15036,0
15040,0
15041,0
15042,0
15044,0
15045,0
15049,0
15050,0
15052,0
15053,0
15054,0
15055,0
15056,0
15057,0
15058,0
15059,0
15060,0
15061,0
15062,0
15064,0
15066,0
15067,0
15068,0
15069,0
15070,0
15073,0
15074,0
15075,0
15076,0
15077,0
15079,0
15080,11.02
15081,0
15082,0
15083,0
15084,21.53
15086,0
15087,0
15088,0
15091,0
15094,0
15095,0
15096,0
15097,0
15098,0
15099,0
15102,0
15103,0
15104,0
15106,0
15107,0
15108,0
15109,0
15110,0
15112,0
15113,0
15114,0
15115,0
15117,0
15118,0
15119,0
15120,10.14
15122,0
15123,0
15125,0
15126,0
15127,0
15128,0
15129,0
15130,0
15131,0
15132,0
15133,0
15135,0
15136,0
15139,0
15142,0
15146,0
15149,0
15152,0
15155,0
15156,0
15158,0
15160,0
15161,0
15166,0
15167,0
15168,0
15170,0
15171,0
15172,0
15174,0
15175,0
15176,0
15177,0
15178,0
15179,0
15180,0
15181,0
15182,0
15183,0
15184,0
15185,0
15186,0
15189,0
15190,0
15191,0
15192,0
15193,0
15194,0
15196,0
15197,0
15198,0
15199,0
15202,0
15203,0
15206,0
15207,0
15208,0
15209,0
15211,0
15212,0
15213,0
15214,0
15215,0
15216,0
15217,0
15218,0
15219,0
15220,0
15223,0
15225,0
15226,0
15227,0
15228,0
15231,0
15232,0
15233,0
15234,0
15235,0
15236,0
15237,0
15238,0
15242,0
15243,0
15244,0
15245,0
15248,0
15249,0
15250,0
15252,0
15253,0
15254,0
15255,0
15256,0
15257,0
15259,0
15261,0
15268,0
15269,0
15271,0
15274,0
15276,0
15277,0
15278,0
15279,0
15280,0
15281,0
15282,0
15283,0
15285,0
15286,0
15287,0
15290,0
15291,0
15293,0
15294,0
15296,0
15298,0
15299,0
15300,0
15304,0
15305,0
15307,0
15308,0
15309,0
15310,0
15311,0
15312,0
15313,0
15316,0
15317,0
15320,0
15321,0
15322,0
15323,0
15325,0
15326,0
15327,0
15328,0
15330,0
15331,0
15332,0
15333,0
15334,0
15335,0
15338,0
15339,0
15340,0
15343,0
15344,0
15346,0
15347,0
15348,0
15349,0
15351,0
15352,0
15353,0
15354,0
15355,0
15356,0
15357,0
15358,0
15359,0
15360,0
15361,0
15363,0
15364,0
15365,0
15366,0
15367,0
15368,0
15369,0
15370,0
15371,0
15372,0
15373,12.35
15374,0
15375,0
15376,0
15377,0
15379,0
15380,0
15381,0
15382,0
15383,0
15385,0
15386,0
15387,0
15388,0
15389,0
15390,0
15392,0
15394,0
15395,0
15396,0
15397,0
15398,0
15399,0
15400,0
15403,0
15404,0
15405,0
15408,0
15411,0
15412,0
15413,0
15414,0
15416,0
15417,0
15419,0
15420,0
15421,0
15423,0
15425,0
15426,0
15428,0
15429,0
15430,12.86
15431,0
15432,0
15434,0
15435,0
15436,0
15437,0
15439,0
15441,0
15444,0
15445,0
15447,0
15448,0
15449,0
15450,0
15452,0
15453,0
15454,0
15455,0
15458,0
15459,0
15460,0
15461,0
15462,0
15463,0
15464,0
15465,0
15466,0
15467,0
15468,0
15469,0
15471,0
15472,0
15473,0
15474,0
15475,0
15476,0
15477,0
15479,0
15481,0
15484,0
15487,0
15489,0
15490,0
15492,0
15493,0
15494,0
15495,0
15496,0
15499,0
15500,0
15502,0
15503,0
15505,0
15506,0
15507,0
15508,0
15509,0
15512,0
15514,0
15515,0
15516,0
15517,0
15518,0
15519,0
15520,0
15522,0
15523,0
15524,0
15525,0
15526,0
15527,0
15528,0
15531,0
15533,0
15534,0
15535,0
15536,0
15537,0
15538,0
15539,0
15541,0
15542,0
15545,0
15546,0
15547,0
15548,0
15549,0
15550,0
15551,0
15552,0
15553,0
15555,0
15557,0
15558,0
15559,0
15561,0
15563,0
15564,0
15566,0
15567,0
15568,0
15569,0
15571,0
15572,0
15574,0
15575,0
15576,0
15577,0
15578,0
15579,0
15581,0
15582,0
15584,0
15585,0
15586,0
15587,0
15589,0
15590,0
15591,0
15592,0
15593,0
15594,0
15595,0
15596,0
15597,0
15598,0
15599,0
15600,0
15601,0
15602,0
15603,0
15604,0
15605,0
15607,0
15608,0
15609,0
15610,0
15611,0
15612,0
15613,0
15614,0
15616,0
15617,0
15619,0
15620,0
15621,0
15623,0
15624,0
15625,0
15627,0
15628,0
15630,0
15631,0
15632,0
15633,0
15634,0
15635,0
15637,0
15638,0
15640,0
15641,0
15642,0
15643,0
15645,0
15647,0
15648,0
15649,0
15650,0
15651,0
15652,0
15653,0
15654,0
15655,0
15656,0
15658,0
15659,0
15661,0
15662,0
15664,0
15665,0
15667,0
15668,0
15670,0
15673,10.98
15674,0
15675,0
15677,0
15678,0
15679,0
15681,0
15682,0
15684,0
15686,0
15688,0
15689,0
15691,0
15692,0
15693,0
15694,0
15695,0
15696,0
15697,0
15698,0
15699,0
15700,0
15701,0
15702,0
15703,0
15704,0
15705,0
15707,0
15708,0
15709,0
15710,0
15712,0
15713,0
15714,0
15718,0
15719,0
15720,0
15721,0
15722,0
15723,0
15724,0
15725,0
15727,0
15729,0
15730,0
15731,0
15733,0
15734,0
15735,0
15736,0
15737,0
15738,0
15740,0
15742,0
15743,0
15746,0
15747,0
15749,0
15750,0
15751,0
15753,0
15755,0
15756,0
15757,0
15759,0
15761,0
15762,0
15763,0
15765,0
15766,0
15767,0
15768,0
15770,0
15771,0
15772,0
15774,0
15775,0
15776,0
15777,0
15778,0
15780,0
15781,0
15785,0
15786,0
15788,0
15789,0
15790,0
15792,0
15794,0
15795,0
15796,0
15797,0
15798,0
15799,0
15801,0
15802,0
15803,0
15804,0
15805,0
15807,0
15808,0
15809,0
15811,0
15812,0
15813,0
15814,10.8
15817,0
15818,0
15819,0
15820,0
15821,0
15822,0
15823,0
15824,0
15825,0
15826,0
15827,0
15829,0
15830,0
15831,0
15832,0
15833,0
15835,0
15836,0
15837,0
15839,0
15840,0
15841,0
15842,0
15844,0
15845,0
15846,0
15847,0
15848,0
15849,0
15851,0
15853,0
15855,0
15856,0
15857,0
15858,0
15860,0
15861,0
15862,0
15863,0
15864,0
15866,0
15868,0
15869,0
15870,0
15872,0
15874,0
15875,0
15876,0
15877,0
15878,0
15879,0
15880,0
15882,0
15883,0
15885,0
15886,0
15887,0
15888,0
15889,0
15890,0
15891,0
15892,0
15893,0
15894,0
15897,0
15899,0
15900,0
15903,0
15904,0
15905,0
15906,0
15907,0
15908,0
15909,0
15911,0
15912,0
15913,0
15915,0
15916,0
15917,0
15918,0
15922,0
15923,0
15924,0
15926,0
15927,0
15928,0
15930,0
15932,0
15933,0
15934,0
15935,0
15936,0
15937,0
15939,0
15940,0
15941,0
15942,0
15943,0
15944,0
15945,0
15946,0
15947,0
15949,0
15951,0
15952,0
15953,0
15954,0
15955,0
15957,0
15958,0
15959,0
15961,0
15964,13.88
15966,0
15967,0
15968,0
15970,0
15971,0
15972,0
15973,0
15974,0
15975,0
15976,0
15977,0
15978,0
15979,0
15980,0
15983,0
15986,0
15987,0
15988,0
15990,0
15991,0
15994,0
15995,0
15996,0
15997,0
15999,0
16000,0
16001,0
16002,0
16004,0
16005,0
16006,0
16007,0
16008,0
16011,0
16014,0
16015,0
16018,0
16019,0
16020,0
16021,0
16022,0
16025,0
16028,0
16029,0
16032,0
16033,0
16034,0
16036,0
16037,0
16038,0
16039,0
16040,0
16041,14.71
16043,0
16045,0
16047,0
16050,0
16051,0
16053,0
16054,0
16055,16.42
16056,0
16058,0
16059,0
16060,0
16062,0
16063,0
16064,0
16066,0
16068,0
16069,0
16070,0
16072,0
16073,0
16075,0
16076,0
16077,0
16078,0
16079,0
16080,0
16081,0
16082,0
16083,0
16085,0
16087,0
16088,0
16089,0
16090,0
16091,0
16092,0
16093,11.67
16094,0
16095,0
16096,0
16097,0
16098,0
16099,0
16101,0
16102,0
16104,0
16105,0
16106,0
16107,0
16109,0
16110,0
16111,0
16112,0
16114,0
16116,0
16117,0
16118,0
16119,0
16121,0
16122,0
16124,0
16125,0
16126,0
16127,0
16131,0
16132,0
16133,0
16134,0
16136,0
16137,0
16138,0
16140,0
16141,0
16143,0
16144,0
16145,0
16146,0
16147,0
16148,0
16150,0
16153,0
16154,0
16155,0
16157,0
16158,0
16159,0
16160,0
16161,0
16162,0
16164,0
16165,0
16168,0
16172,0
16173,0
16174,0
16176,0
16177,0
16179,0
16180,0
16182,0
16183,0
16184,0
16186,0
16188,0
16189,0
16190,0
16191,0
16193,0
16196,0
16197,0
16198,0
16199,0
16200,0
16201,0
16203,0
16204,0
16206,0
16207,0
16208,0
16212,0
16213,0
16214,0
16216,0
16217,0
16218,0
16219,0
16222,0
16223,0
16224,0
16226,0
16227,0
16228,0
16229,0
16231,0
16232,0
16234,0
16235,0
16236,0
16239,0
16240,0
16241,0
16242,0
16243,0
16245,0
16247,0
16250,0
16252,0
16254,0
16256,0
16257,0
16261,0
16262,0
16263,0
16264,0
16265,0
16266,0
16267,0
16269,0
16270,0
16272,0
16273,0
16274,0
16275,0
16277,0
16278,0
16279,0
16281,0
16282,0
16283,0
16284,0
16285,0
16286,0
16288,0
16289,0
16290,0
16291,0
16292,0
16293,0
16294,0
16295,0
16296,0
16297,0
16298,0
16299,0
16300,0
16301,0
16302,0
16303,0
16304,0
16305,0
16306,0
16307,0
16308,0
16309,0
16310,0
16311,0
16312,0
16313,0
16315,0
16316,0
16317,0
16318,0
16321,0
16323,0
16326,0
16327,0
16328,0
16333,0
16334,0
16335,0
16339,0
16340,0
16341,0
16344,0
16345,0
16347,0
16348,0
16349,0
16351,0
16354,0
16357,0
16358,0
16359,0
16361,0
16362,0
16364,0
16365,0
16366,0
16367,0
16368,0
16369,0
16370,0
16371,0
16372,0
16373,0
16374,0
16375,0
16377,0
16378,0
16379,0
16380,0
16381,0
16382,0
16383,0
16384,0
16385,0
16386,0
16387,0
16388,0
16389,0
16392,0
16393,0
16394,0
16395,0
16397,0
16398,0
16401,0
16402,0
16403,0
16404,0
16405,0
16406,0
16407,0
16408,0
16410,0
16411,0
16412,0
16415,0
16416,0
16417,0
16418,13.77
16419,0
16420,0
16421,0
16422,0
16423,0
16424,0
16425,0
16426,0
16427,0
16428,0
16429,0
16430,0
16433,0
16434,0
16436,0
16439,0
16440,0
16441,0
16442,0
16443,0
16444,0
16445,0
16446,0
16447,0
16450,0
16454,0
16455,0
16456,0
16458,0
16462,0
16464,0
16468,0
16469,0
16474,0
16476,0
16477,0
16479,0
16481,0
16482,0
16483,0
16485,0
16486,0
16489,0
16490,0
16491,0
16492,0
16493,0
16495,0
16496,21.37
16497,0
16498,0
16499,0
16500,0
16501,0
16502,0
16503,0
16504,0
16505,0
16506,0
16507,0
16508,0
16509,0
16510,0
16511,0
16512,0
16513,0
16514,0
16515,0
16516,0
16517,0
16518,0
16519,0
16521,0
16522,0
16523,0
16524,0
16525,0
16526,0
16527,0
16528,0
16529,0
16530,0
16531,0
16532,0
16533,0
16534,0
16535,0
16536,0
16537,0
16538,0
16539,0
16540,0
16541,0
16542,0
16544,0
16546,0
16547,0
16548,0
16549,0
16550,0
16551,0
16553,0
16554,0
16555,0
16556,0
16557,0
16558,0
16559,0
16560,0
16561,0
16564,0
16565,0
16566,0
16567,0
16568,0
16569,0
16570,0
16571,0
16572,0
16573,0
16574,0
16575,0
16576,0
16577,0
16578,0
16579,0
16580,0
16581,0
16582,0
16583,0
16584,0
16585,0
16587,0
16588,0
16589,0
16590,0
16591,0
16592,0
16593,0
16594,0
16595,0
16596,0
16597,0
16598,0
16599,0
16601,0
16602,0
16603,0
16604,0
16606,0
16607,0
16610,0
16612,0
16613,0
16614,0
16615,0
16616,0
16617,0
16618,0
16619,0
16620,0
16621,0
16622,0
16623,0
16625,0
16626,0
16628,0
16629,0
16630,0
16631,0
16632,0
16635,0
16638,0
16640,0
16641,0
16643,0
16645,0
16646,0
16647,0
16648,0
16649,0
16650,0
16651,0
16652,0
16653,0
16654,0
16655,0
16656,0
16657,0
16658,0
16659,0
16661,0
16662,0
16663,0
16667,0
16669,0
16671,0
16672,0
16673,0
16674,0
16675,0
16677,0
16678,0
16679,0
16680,0
16681,0
16682,0
16683,0
16684,0
16685,0
16686,0
16688,0
16689,0
16691,0
16693,0
16694,0
16695,0
16696,0
16697,0
16699,0
16700,0
16701,0
16702,0
16703,0
16704,0
16705,0
16706,0
16707,0
16708,0
16709,0
16710,0
16711,0
16712,0
16713,0
16714,0
16715,0
16717,0
16718,0
16719,0
16720,0
16721,0
16725,0
16728,0
16737,0
16744,0
16745,0
16746,0
16747,0
16750,0
16752,0
16755,0
16756,0
16757,0
16758,0
16760,0
16761,0
16764,0
16765,0
16767,0
16768,0
16769,0
16770,0
16771,0
16773,0
16774,0
16775,0
16777,0
16778,0
16779,0
16780,0
16782,0
16783,0
16787,0
16788,0
16789,0
16790,0
16791,0
16792,0
16794,0
16797,0
16798,0
16800,0
16801,0
16803,0
16805,0
16806,0
16807,0
16811,0
16812,0
16813,0
16814,0
16815,0
16817,0
16818,0
16819,0
16821,0
16822,0
16823,0
16825,0
16826,0
16828,0
16829,0
16830,0
16831,0
16833,0
16834,0
16836,0
16837,0
16838,0
16839,0
16840,0
16841,0
16842,0
16843,0
16844,0
16845,0
16846,0
16847,0
16848,0
16849,0
16851,0
16853,0
16854,0
16856,0
16857,0
16858,0
16859,0
16860,0
16861,0
16862,0
16863,0
16864,0
16865,0
16866,0
16869,0
16870,0
16871,0
16872,0
16873,0
16875,0
16876,0
16877,0
16878,0
16880,0
16881,0
16883,0
16885,0
16886,0
16888,0
16889,0
16890,0
16891,0
16892,0
16893,0
16895,0
16896,0
16897,0
16898,0
16900,0
16902,0
16903,0
16904,0
16908,0
16909,0
16910,0
16911,0
16912,0
16913,0
16915,0
16916,0
16917,0
16919,0
16920,0
16921,0
16922,0
16924,0
16925,0
16926,0
16929,0
16933,0
16935,0
16936,0
16937,0
16940,0
16941,0
16942,0
16943,0
16944,0
16945,0
16947,0
16948,0
16949,0
16950,0
16951,0
16952,0
16953,0
16955,0
16956,0
16957,0
16958,0
16959,0
16960,0
16961,0
16963,0
16964,0
16965,0
16966,0
16967,0
16969,0
16970,0
16971,0
16972,0
16973,0
16974,0
16975,0
16976,0
16977,0
16979,0
16980,0
16981,0
16983,0
16984,0
16985,0
16986,0
16988,0
16990,0
16992,0
16993,0
16995,0
16996,0
16998,0
16999,0
17000,0
17001,0
17002,0
17004,0
17005,0
17008,0
17009,0
17010,0
17011,0
17012,0
17013,0
17014,0
17015,0
17016,0
17017,0
17018,0
17021,0
17022,0
17023,0
17024,0
17025,0
17026,0
17027,0
17028,0
17029,0
17030,0
17031,0
17033,0
17034,0
17036,0
17037,0
17038,0
17041,0
17042,0
17043,0
17044,0
17046,0
17047,0
17048,0
17050,0
17051,0
17052,0
17053,0
17054,0
17056,0
17057,0
17059,0
17060,0
17061,0
17062,0
17066,0
17067,0
17068,0
17070,0
17071,0
17073,0
17074,0
17077,0
17078,0
17080,0
17081,0
17083,0
17084,0
17087,0
17088,0
17089,0
17090,0
17093,0
17094,0
17095,0
17097,0
17098,0
17099,0
17100,0
17102,0
17103,0
17104,0
17105,0
17106,0
17107,0
17108,0
17109,0
17110,0
17111,0
17114,0
17115,0
17116,0
17117,0
17118,0
17119,0
17120,0
17121,0
17126,0
17128,0
17135,0
17138,0
17140,0
17143,0
17144,0
17145,0
17147,0
17148,0
17149,0
17150,0
17152,0
17153,0
17154,0
17156,0
17157,0
17159,0
17160,0
17161,0
17165,0
17166,0
17167,0
17169,0
17172,0
17175,0
17178,0
17179,0
17183,0
17186,0
17187,0
17188,0
17189,0
17191,0
17192,0
17193,0
17196,0
17198,0
17199,0
17201,0
17204,0
17205,0
17206,0
17208,0
17211,0
17212,0
17213,0
17214,0
17216,0
17219,0
17220,0
17221,0
17226,0
17227,0
17228,0
17229,0
17230,0
17233,0
17234,0
17235,0
17236,0
17237,0
17238,0
17240,0
17241,0
17242,0
17243,0
17244,0
17245,0
17246,0
17247,0
17248,0
17252,0
17253,0
17254,0
17255,0
17256,0
17257,0
17258,0
17260,0
17261,0
17262,0
17264,0
17265,0
17266,0
17267,0
17268,0
17269,0
17270,0
17271,0
17273,0
17274,0
17275,0
17277,0
17278,0
17279,0
17280,0
17282,0
17283,0
17284,0
17285,0
17287,0
17293,0
17294,0
17295,0
17296,0
17297,0
17298,0
17299,0
17300,0
17301,0
17302,0
17303,0
17305,0
17306,0
17307,0
17308,0
17309,0
17311,0
17312,0
17313,0
17314,0
17315,0
17316,0
17317,0
17318,0
17319,0
17321,0
17322,0
17323,0
17324,0
17327,0
17328,0
17329,0
17330,0
17332,0
17333,0
17334,0
17337,0
17338,0
17340,0
17341,0
17342,0
17344,0
17345,0
17347,0
17348,0
17350,0
17352,0
17353,0
17354,0
17356,0
17358,0
17359,0
17360,0
17361,0
17362,0
17363,0
17365,0
17366,0
17368,0
17369,0
17370,0
17372,0
17373,0
17374,0
17375,0
17377,0
17378,0
17379,0
17380,0
17382,0
17383,0
17386,0
17388,0
17390,0
17391,0
17392,0
17393,0
17394,0
17397,0
17398,0
17400,0
17402,0
17403,0
17404,0
17405,0
17407,0
17408,0
17409,0
17411,0
17412,0
17413,0
17416,0
17417,0
17418,0
17419,0
17420,0
17421,0
17422,0
17423,0
17425,0
17428,0
17430,0
17432,0
17433,0
17435,0
17436,0
17438,0
17442,0
17443,0
17446,0
17447,0
17448,0
17450,0
17451,0
17452,0
17453,0
17456,0
17458,0
17459,0
17460,0
17463,0
17465,0
17466,0
17469,0
17471,0
17472,0
17473,0
17476,0
17478,0
17479,0
17480,0
17481,0
17482,0
17483,0
17484,0
17485,0
17486,0
17488,0
17489,0
17491,0
17492,0
17494,0
17495,0
17498,0
17499,0
17501,0
17502,0
17503,0
17505,0
17506,0
17507,0
17508,0
17509,0
17510,0
17512,0
17513,0
17514,0
17515,0
17517,0
17518,0
17520,0
17521,0
17522,0
17523,0
17526,0
17527,0
17528,0
17531,0
17532,0
17533,0
17534,0
17535,0
17536,0
17537,0
17538,0
17540,0
17541,0
17543,0
17544,0
17547,0
17548,0
17550,0
17553,0
17555,0
17556,0
17557,0
17559,0
17560,0
17561,0
17562,0
17563,0
17564,0
17565,0
17570,0
17571,0
17572,0
17573,0
17574,0
17575,0
17576,0
17577,0
17578,0
17579,0
17581,0
17582,0
17587,0
17588,0
17589,0
17590,0
17594,0
17595,0
17597,0
17598,0
17599,0
17600,0
17602,0
17603,0
17605,0
17606,0
17607,0
17609,0
17612,0
17613,0
17614,0
17615,0
17616,0
17617,0
17618,0
17621,0
17623,0
17624,0
17625,0
17626,0
17627,0
17628,0
17630,0
17631,0
17632,0
17633,0
17634,0
17636,0
17638,0
17639,0
17640,0
17641,0
17642,0
17643,0
17645,0
17646,0
17647,0
17649,0
17651,0
17652,0
17653,0
17654,0
17655,0
17659,0
17660,0
17661,0
17663,0
17666,0
17667,0
17669,0
17670,0
17671,0
17672,0
17673,0
17675,0
17677,0
17680,0
17683,0
17684,0
17686,0
17687,0
17689,0
17690,0
17691,0
17693,0
17694,0
17695,0
17696,0
17698,0
17699,0
17711,0
17712,0
17719,0
17720,0
17721,0
17722,0
17724,0
17726,0
17728,0
17732,0
17733,0
17735,0
17740,0
17741,0
17746,0
17747,0
17750,0
17751,0
17753,0
17755,0
17756,0
17759,0
17760,0
17761,0
17762,0
17763,0
17765,0
17766,0
17767,0
17768,0
17769,0
17770,0
17772,0
17775,0
17778,0
17780,0
17782,0
17785,0
17789,0
17790,0
17791,0
17795,0
17797,0
17798,0
17803,0
17804,0
17806,0
17807,0
17808,0
17810,0
17811,0
17812,0
17813,0
17815,0
17818,0
17819,0
17821,0
17823,0
17824,0
17825,0
17827,0
17828,0
17830,0
17831,0
17833,0
17834,0
17835,0
17840,0
17842,0
17846,0
17847,0
17849,0
17852,0
17854,0
17856,0
17859,0
17860,0
17866,0
17868,0
17869,0
17876,0
17877,0
17880,0
17883,0
17886,0
17888,0
17890,0
17891,0
17892,0
17893,0
17894,0
17896,0
17900,0
17902,0
17903,0
17907,0
17908,0
17913,0
17916,0
17917,0
17919,0
17920,0
17921,0
17922,0
17923,0
17924,0
17928,0
17929,0
17931,0
17933,0
17934,0
17937,0
17939,0
17940,0
17942,0
17943,0
17944,0
17945,0
17946,0
17948,0
17950,0
